attendance_id,member_id,class_id,attended,member_name,age,gender,membership_type,is_active,class_name,difficulty,trainer_id,schedule_time,trainer_name,specialty,experience_years,payment_id,amount,method
96,124,4,1,Michael Elliott,46,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,253,2100,Card
96,124,4,1,Michael Elliott,46,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,254,7500,Card
97,61,13,1,Juan Nelson,47,Female,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,118,7500,Wallet
97,61,13,1,Juan Nelson,47,Female,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,119,2100,Cash
97,61,13,1,Juan Nelson,47,Female,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,120,2100,Wallet
98,147,12,1,Joshua Gill,20,Male,Monthly,0,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,303,7500,Card
98,147,12,1,Joshua Gill,20,Male,Monthly,0,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,304,2100,Wallet
99,148,10,1,John Hardy,19,Male,Monthly,0,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,305,2100,Transfer
99,148,10,1,John Hardy,19,Male,Monthly,0,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,306,2100,Card
100,180,10,1,Kimberly Gutierrez,35,Male,Monthly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,366,2100,Wallet
100,180,10,1,Kimberly Gutierrez,35,Male,Monthly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,367,2100,Cash
101,6,13,1,Derek Zuniga,42,Male,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,11,7500,Transfer
101,6,13,1,Derek Zuniga,42,Male,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,12,800,Card
101,6,13,1,Derek Zuniga,42,Male,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,13,800,Card
102,71,1,1,Brittany Spears,26,Female,Quarterly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,142,2100,Wallet
102,71,1,1,Brittany Spears,26,Female,Quarterly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,143,7500,Transfer
102,71,1,1,Brittany Spears,26,Female,Quarterly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,144,800,Card
103,145,2,1,Patrick Rivera,48,Male,Yearly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,299,800,Cash
103,145,2,1,Patrick Rivera,48,Male,Yearly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,300,2100,Transfer
103,145,2,1,Patrick Rivera,48,Male,Yearly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,301,2100,Card
104,156,16,1,Justin Torres,41,Male,Yearly,1,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,319,800,Wallet
105,74,8,1,Rita Adams,26,Female,Monthly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,149,2100,Wallet
105,74,8,1,Rita Adams,26,Female,Monthly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,150,7500,Wallet
106,156,12,1,Justin Torres,41,Male,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,319,800,Wallet
107,57,7,1,Sherry Wood,21,Male,Monthly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,108,800,Cash
107,57,7,1,Sherry Wood,21,Male,Monthly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,109,800,Card
107,57,7,1,Sherry Wood,21,Male,Monthly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,110,7500,Wallet
108,159,9,1,Wanda Torres,27,Female,Monthly,1,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,324,800,Wallet
109,174,5,1,Sydney White,34,Male,Monthly,0,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,357,2100,Transfer
110,161,4,1,Matthew Moore,55,Female,Quarterly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,327,2100,Card
110,161,4,1,Matthew Moore,55,Female,Quarterly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,328,7500,Card
111,161,2,1,Matthew Moore,55,Female,Quarterly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,327,2100,Card
111,161,2,1,Matthew Moore,55,Female,Quarterly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,328,7500,Card
112,80,15,1,Wesley White,31,Female,Monthly,1,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,162,800,Card
113,9,19,1,Sarah Parsons,53,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,20,2100,Transfer
113,9,19,1,Sarah Parsons,53,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,21,2100,Wallet
113,9,19,1,Sarah Parsons,53,Female,Yearly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,22,800,Cash
114,94,5,1,Robert Potter,32,Male,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,188,7500,Card
114,94,5,1,Robert Potter,32,Male,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,189,800,Transfer
115,24,10,1,April Nguyen,41,Male,Monthly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,48,2100,Wallet
115,24,10,1,April Nguyen,41,Male,Monthly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,49,800,Card
116,84,14,1,Kimberly Ball,28,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,168,7500,Transfer
116,84,14,1,Kimberly Ball,28,Female,Yearly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,169,2100,Card
117,45,7,1,Mrs. Rachel Gibson,21,Male,Monthly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,87,7500,Transfer
117,45,7,1,Mrs. Rachel Gibson,21,Male,Monthly,0,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,88,2100,Wallet
118,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,65,800,Transfer
118,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,66,7500,Cash
118,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,67,2100,Wallet
119,94,17,1,Robert Potter,32,Male,Quarterly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,188,7500,Card
119,94,17,1,Robert Potter,32,Male,Quarterly,1,Pilates Core,Beginner,8,44:34.2,Gina Moore,Pilates,8,189,800,Transfer
120,129,9,1,Lori Garcia,38,Male,Monthly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,262,7500,Transfer
120,129,9,1,Lori Garcia,38,Male,Monthly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,263,7500,Transfer
120,129,9,1,Lori Garcia,38,Male,Monthly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,264,800,Wallet
121,43,9,1,Tammy Allison,39,Male,Yearly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,83,2100,Transfer
121,43,9,1,Tammy Allison,39,Male,Yearly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,84,800,Card
122,124,10,1,Michael Elliott,46,Female,Yearly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,253,2100,Card
122,124,10,1,Michael Elliott,46,Female,Yearly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,254,7500,Card
123,192,11,1,Mrs. Brittany Ryan MD,29,Male,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,390,2100,Wallet
123,192,11,1,Mrs. Brittany Ryan MD,29,Male,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,391,2100,Wallet
123,192,11,1,Mrs. Brittany Ryan MD,29,Male,Monthly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,392,2100,Card
124,30,15,1,Eric Carney,25,Female,Quarterly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,57,7500,Wallet
125,20,5,1,Jesse Mckay,54,Female,Monthly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,41,7500,Card
125,20,5,1,Jesse Mckay,54,Female,Monthly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,42,7500,Cash
126,194,8,1,Laura Hall,36,Male,Monthly,1,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,395,2100,Wallet
127,174,13,1,Sydney White,34,Male,Monthly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,357,2100,Transfer
128,143,12,1,Anna Walker,47,Female,Quarterly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,295,800,Transfer
128,143,12,1,Anna Walker,47,Female,Quarterly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,296,2100,Card
129,24,13,1,April Nguyen,41,Male,Monthly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,48,2100,Wallet
129,24,13,1,April Nguyen,41,Male,Monthly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,49,800,Card
130,4,9,1,Bobby Hall,45,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,6,2100,Wallet
130,4,9,1,Bobby Hall,45,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,7,7500,Cash
130,4,9,1,Bobby Hall,45,Female,Quarterly,0,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,8,800,Transfer
131,138,4,1,Leonard Gray,42,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,284,800,Wallet
131,138,4,1,Leonard Gray,42,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,285,2100,Cash
132,117,12,1,Justin Johnson,20,Male,Quarterly,0,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,236,7500,Card
133,173,9,1,Andrew Avila,40,Female,Quarterly,1,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,355,800,Wallet
133,173,9,1,Andrew Avila,40,Female,Quarterly,1,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,356,2100,Transfer
134,150,13,1,Christopher Smith,47,Female,Quarterly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,310,800,Cash
134,150,13,1,Christopher Smith,47,Female,Quarterly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,311,7500,Cash
134,150,13,1,Christopher Smith,47,Female,Quarterly,0,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,312,800,Transfer
135,164,12,1,Michael Bradshaw,49,Female,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,332,7500,Transfer
135,164,12,1,Michael Bradshaw,49,Female,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,333,800,Cash
136,28,8,1,Joshua Baker,51,Female,Yearly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,54,7500,Wallet
136,28,8,1,Joshua Baker,51,Female,Yearly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,55,800,Wallet
137,121,1,1,Joshua Cooke,32,Male,Yearly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,246,800,Cash
137,121,1,1,Joshua Cooke,32,Male,Yearly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,247,800,Transfer
138,159,18,1,Wanda Torres,27,Female,Monthly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,324,800,Wallet
139,84,20,1,Kimberly Ball,28,Female,Yearly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,168,7500,Transfer
139,84,20,1,Kimberly Ball,28,Female,Yearly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,169,2100,Card
140,57,3,1,Sherry Wood,21,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,108,800,Cash
140,57,3,1,Sherry Wood,21,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,109,800,Card
140,57,3,1,Sherry Wood,21,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,110,7500,Wallet
141,163,15,1,David Mann,47,Female,Quarterly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,331,2100,Transfer
142,180,10,1,Kimberly Gutierrez,35,Male,Monthly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,366,2100,Wallet
142,180,10,1,Kimberly Gutierrez,35,Male,Monthly,1,Cardio Blast,Beginner,10,47:12.1,Ryan Munoz,Strength,5,367,2100,Cash
143,167,14,1,Christopher Parker,51,Male,Monthly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,340,800,Cash
143,167,14,1,Christopher Parker,51,Male,Monthly,0,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,341,7500,Wallet
144,30,5,1,Eric Carney,25,Female,Quarterly,0,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,57,7500,Wallet
145,12,2,1,Thomas Ellis,32,Male,Quarterly,1,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,26,2100,Transfer
145,12,2,1,Thomas Ellis,32,Male,Quarterly,1,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,27,800,Wallet
146,78,16,1,Tracy Ramirez,26,Female,Monthly,0,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,156,2100,Transfer
146,78,16,1,Tracy Ramirez,26,Female,Monthly,0,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,157,800,Card
146,78,16,1,Tracy Ramirez,26,Female,Monthly,0,Cardio Blast,Advanced,7,46:26.8,Abigail Shaffer,Pilates,3,158,7500,Wallet
147,30,4,1,Eric Carney,25,Female,Quarterly,0,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,57,7500,Wallet
148,61,18,1,Juan Nelson,47,Female,Quarterly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,118,7500,Wallet
148,61,18,1,Juan Nelson,47,Female,Quarterly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,119,2100,Cash
148,61,18,1,Juan Nelson,47,Female,Quarterly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,120,2100,Wallet
149,35,13,1,Carlos Walls,49,Male,Monthly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,68,2100,Transfer
149,35,13,1,Carlos Walls,49,Male,Monthly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,69,800,Transfer
149,35,13,1,Carlos Walls,49,Male,Monthly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,70,2100,Transfer
150,117,12,1,Justin Johnson,20,Male,Quarterly,0,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,236,7500,Card
151,172,18,1,Tiffany Key,48,Female,Quarterly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,354,2100,Transfer
152,108,19,1,Michael Mccarthy,53,Male,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,217,7500,Card
153,191,5,1,Diane Evans,34,Male,Monthly,0,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,389,2100,Wallet
154,107,4,1,Francisco Fernandez,38,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,214,7500,Card
154,107,4,1,Francisco Fernandez,38,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,215,800,Wallet
154,107,4,1,Francisco Fernandez,38,Female,Yearly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,216,7500,Transfer
155,126,20,1,Ashley Weiss,33,Female,Yearly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,256,7500,Wallet
156,105,9,1,Mark Cannon,38,Male,Yearly,1,CrossFit WOD,Advanced,8,46:31.4,Gina Moore,Pilates,8,210,7500,Cash
157,9,12,1,Sarah Parsons,53,Female,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,20,2100,Transfer
157,9,12,1,Sarah Parsons,53,Female,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,21,2100,Wallet
157,9,12,1,Sarah Parsons,53,Female,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,22,800,Cash
158,56,15,1,Dr. Angel Lewis MD,22,Female,Yearly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,107,800,Transfer
159,114,8,1,Daniel Graham,23,Female,Yearly,1,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,230,800,Cash
159,114,8,1,Daniel Graham,23,Female,Yearly,1,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,231,2100,Cash
159,114,8,1,Daniel Graham,23,Female,Yearly,1,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,232,2100,Transfer
160,93,4,1,Bradley Robertson,24,Female,Monthly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,185,2100,Wallet
160,93,4,1,Bradley Robertson,24,Female,Monthly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,186,7500,Card
160,93,4,1,Bradley Robertson,24,Female,Monthly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,187,800,Wallet
161,176,12,1,Michael Hodge,30,Male,Yearly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,360,7500,Cash
162,140,12,1,Spencer Haynes,43,Male,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,287,2100,Card
162,140,12,1,Spencer Haynes,43,Male,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,288,7500,Card
162,140,12,1,Spencer Haynes,43,Male,Monthly,1,Yoga Flow,Intermediate,6,42:22.6,Connie Lawrence,Zumba,13,289,2100,Card
163,16,13,1,Rebecca Henderson,28,Female,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,33,2100,Cash
163,16,13,1,Rebecca Henderson,28,Female,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,34,7500,Wallet
163,16,13,1,Rebecca Henderson,28,Female,Quarterly,1,CrossFit WOD,Intermediate,6,45:45.2,Connie Lawrence,Zumba,13,35,2100,Card
164,71,7,1,Brittany Spears,26,Female,Quarterly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,142,2100,Wallet
164,71,7,1,Brittany Spears,26,Female,Quarterly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,143,7500,Transfer
164,71,7,1,Brittany Spears,26,Female,Quarterly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,144,800,Card
165,32,15,1,Kevin Hall,50,Male,Yearly,0,Cardio Blast,Intermediate,8,47:57.1,Gina Moore,Pilates,8,61,7500,Wallet
166,24,7,1,April Nguyen,41,Male,Monthly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,48,2100,Wallet
166,24,7,1,April Nguyen,41,Male,Monthly,1,Pilates Core,Beginner,5,43:52.0,Cristian Santos,Zumba,3,49,800,Card
167,165,20,1,Mary Peck,31,Female,Quarterly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,334,800,Cash
167,165,20,1,Mary Peck,31,Female,Quarterly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,335,2100,Transfer
167,165,20,1,Mary Peck,31,Female,Quarterly,1,Pilates Core,Beginner,9,47:12.1,Gabrielle Davis,Strength,2,336,7500,Wallet
168,6,2,1,Derek Zuniga,42,Male,Quarterly,1,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,11,7500,Transfer
168,6,2,1,Derek Zuniga,42,Male,Quarterly,1,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,12,800,Card
168,6,2,1,Derek Zuniga,42,Male,Quarterly,1,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,13,800,Card
169,86,8,1,Erik Charles,27,Male,Quarterly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,172,7500,Card
170,33,19,1,Mark Perez,37,Male,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,62,800,Cash
170,33,19,1,Mark Perez,37,Male,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,63,800,Cash
170,33,19,1,Mark Perez,37,Male,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,64,7500,Wallet
171,53,3,1,Taylor Harris,24,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,99,7500,Card
171,53,3,1,Taylor Harris,24,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,100,2100,Wallet
171,53,3,1,Taylor Harris,24,Male,Monthly,0,CrossFit WOD,Beginner,10,47:04.6,Ryan Munoz,Strength,5,101,800,Transfer
172,196,18,1,Matthew Hoover,34,Male,Quarterly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,398,2100,Wallet
172,196,18,1,Matthew Hoover,34,Male,Quarterly,0,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,399,2100,Wallet
173,54,19,1,James Powers,52,Female,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,102,2100,Wallet
173,54,19,1,James Powers,52,Female,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,103,7500,Cash
173,54,19,1,James Powers,52,Female,Monthly,1,Cardio Blast,Beginner,7,45:46.1,Abigail Shaffer,Pilates,3,104,800,Cash
174,56,8,1,Dr. Angel Lewis MD,22,Female,Yearly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,107,800,Transfer
175,85,5,1,Helen Jones,53,Male,Monthly,0,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,170,2100,Wallet
175,85,5,1,Helen Jones,53,Male,Monthly,0,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,171,7500,Cash
176,153,1,1,Julie Alexander,43,Male,Monthly,0,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,315,800,Transfer
177,71,5,1,Brittany Spears,26,Female,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,142,2100,Wallet
177,71,5,1,Brittany Spears,26,Female,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,143,7500,Transfer
177,71,5,1,Brittany Spears,26,Female,Quarterly,1,Pilates Core,Intermediate,1,47:07.4,Allison Hill,Zumba,3,144,800,Card
178,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,65,800,Transfer
178,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,66,7500,Cash
178,34,18,1,Andrea Young,28,Male,Yearly,1,Yoga Flow,Intermediate,5,42:33.4,Cristian Santos,Zumba,3,67,2100,Wallet
179,65,6,1,Patrick Arnold,50,Male,Monthly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,130,7500,Cash
180,29,1,1,Daniel Ryan,25,Female,Yearly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,56,7500,Wallet
181,34,1,1,Andrea Young,28,Male,Yearly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,65,800,Transfer
181,34,1,1,Andrea Young,28,Male,Yearly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,66,7500,Cash
181,34,1,1,Andrea Young,28,Male,Yearly,1,Zumba Dance,Intermediate,5,46:07.4,Cristian Santos,Zumba,3,67,2100,Wallet
182,92,8,1,John Santana,44,Male,Quarterly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,183,800,Cash
182,92,8,1,John Santana,44,Male,Quarterly,0,Pilates Core,Beginner,3,46:16.7,Angie Henderson,Cardio,5,184,2100,Card
183,151,11,1,William Tran,25,Male,Quarterly,0,CrossFit WOD,Advanced,8,42:10.9,Gina Moore,Pilates,8,313,7500,Card
184,5,6,1,Mark Diaz,31,Female,Monthly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,9,7500,Card
184,5,6,1,Mark Diaz,31,Female,Monthly,0,Yoga Flow,Beginner,10,44:14.8,Ryan Munoz,Strength,5,10,800,Card
185,68,2,1,Eric Nolan,55,Male,Yearly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,134,7500,Transfer
185,68,2,1,Eric Nolan,55,Male,Yearly,0,Pilates Core,Advanced,8,45:51.9,Gina Moore,Pilates,8,135,7500,Cash
186,33,14,1,Mark Perez,37,Male,Monthly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,62,800,Cash
186,33,14,1,Mark Perez,37,Male,Monthly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,63,800,Cash
186,33,14,1,Mark Perez,37,Male,Monthly,1,Zumba Dance,Beginner,3,47:29.5,Angie Henderson,Cardio,5,64,7500,Wallet
187,135,4,1,Robert Medina,40,Female,Quarterly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,277,800,Transfer
187,135,4,1,Robert Medina,40,Female,Quarterly,1,Yoga Flow,Intermediate,6,47:04.8,Connie Lawrence,Zumba,13,278,2100,Cash
